can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,False,0.0,0.0,462635,0,0,0,0,0,3,0.0,0.0,0,Joe,0.0,360,False,Has joined Hull City on loan for the rest of the season.,2025-08-11T11:07:52.207439Z,45,462635.jpg,0.0,False,Gelhardt,0.0,False,,u,11,2,0,0,0,1382,320,0.0,0.0,Gelhardt,241.0,2021-02-07,2002-05-04,False,p462635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,501,181,495,187,462,171,508,184,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,454,250,510,191,510,191,642,276,0.0,0.0,0.0
True,True,,,470294,0,0,0,0,0,3,-1.0,-1.0,0,Darko,0.0,361,False,,,45,470294.jpg,0.0,False,Gyabi,0.1,False,,a,11,2,0,901,185,2014,667,0.0,0.0,Gyabi,241.0,2022-07-04,2004-02-18,False,p470294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,503,183,498,189,465,173,510,186,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,459,252,512,193,512,193,519,185,0.0,0.0,0.0
True,True,,,235826,0,0,0,0,0,4,0.5,0.5,1,Joël,1.5,362,False,,,55,235826.jpg,1.5,False,Piroe,1.6,False,,a,11,2,3,11860,2579,50773,22794,0.3,0.5,Piroe,152.0,2023-08-24,1999-08-02,False,p235826,134,0,0,1,4,0,0,0,0,0,0,0,7,2.0,6.9,44.0,5.3,0,5,0,5,2,0.28,0.04,0.32,2.13,312,27,193,18,26,12,142,19,,,3.0,,2.0,,0.19,0.0,0.03,0.22,1.43,2.69,149,33,216,17,225,17,149,26,1.34,0.67,3.36
True,True,,,106617,-1,1,-1,1,0,4,-1.0,-1.0,0,Patrick,0.0,363,False,,,49,106617.jpg,0.0,False,Bamford,1.6,False,,a,11,2,0,12935,2678,63783,24204,0.0,0.0,Bamford,241.0,2018-07-31,1993-09-05,False,p106617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,588,54,583,54,551,53,593,55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,349,54,593,55,593,55,151,27,0.0,0.0,0.0
True,False,0.0,0.0,565297,0,0,0,0,0,4,0.0,0.0,0,Mateo,0.0,364,False,Has joined RCD Mallorca on loan for the rest of the season.,2025-08-11T11:07:32.622877Z,50,565297.jpg,0.0,False,Joseph Fernández-Regatillo,0.0,False,,u,11,2,0,0,0,1470,299,0.0,0.0,Mateo Joseph,200.0,2022-11-04,2003-10-19,False,p565297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,644,59,644,60,625,59,648,60,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,335,52,648,60,648,60,648,73,0.0,0.0,0.0
True,True,,,174594,0,0,0,0,0,4,2.0,2.0,1,Lukas,3.0,365,False,,,50,174594.jpg,3.0,False,Nmecha,0.7,False,,a,11,2,6,39803,11972,18533,8467,0.6,1.2,Nmecha,80.0,2025-07-01,1998-12-14,False,p174594,44,1,0,0,1,0,0,0,0,0,0,0,23,34.0,1.7,22.0,5.8,1,2,0,3,0,0.85,0.01,0.86,1.31,102,10,257,26,67,20,118,15,,,,,1.0,,1.74,0.0,0.02,1.76,2.68,2.05,244,45,120,10,126,10,207,34,0.0,0.0,6.14
True,True,,,180135,0,0,0,0,0,3,0.0,0.0,1,Sean,1.0,493,False,,,50,180135.jpg,1.0,False,Longstaff,0.2,False,,a,11,2,2,560,137,4064,1267,0.2,0.4,Longstaff,241.0,2025-07-18,1997-10-30,False,p180135,33,0,0,0,1,0,0,0,0,0,0,0,5,1.6,0.7,0.0,0.3,1,1,0,2,0,0.00,0.00,0.00,1.03,317,155,292,155,579,244,331,163,,,,,,,0.0,0.0,0.0,0.0,2.81,2.73,245,154,247,119,270,129,417,140,0.0,0.0,5.45
True,True,,,466525,0,0,0,0,0,3,4.0,4.0,2,Anton,5.0,660,False,,,50,466525.jpg,5.0,False,Stach,0.5,False,,a,11,2,10,22728,5373,8816,3480,1.0,2.0,Stach,80.0,2025-07-22,1998-11-15,False,p466525,180,0,1,1,5,0,0,0,0,0,0,0,30,30.6,99.6,22.0,15.2,8,5,4,17,2,0.27,0.36,0.63,3.43,117,41,1,1,68,38,16,9,1.0,,4.0,,,,0.14,0.0,0.18,0.32,1.72,2.5,304,189,59,22,65,25,252,83,1.0,0.5,8.5
True,True,,,201595,0,0,0,0,0,1,2.0,2.0,0,Lucas Estella,3.0,665,False,,,45,201595.jpg,3.0,False,Perri,0.4,False,,a,11,2,6,6992,1690,5267,2225,0.7,1.3,Perri,30.0,2025-07-26,1997-12-10,False,p201595,180,0,0,1,5,0,0,0,0,0,1,0,11,14.0,0.0,0.0,1.4,2,12,0,0,2,0.00,0.00,0.00,3.43,196,20,464,60,424,57,279,20,,,,,,,0.0,0.5,0.0,0.0,1.72,2.5,402,25,116,13,123,13,273,41,1.0,0.5,0.0
True,True,75.0,75.0,177815,0,0,0,0,0,4,0.6,0.6,0,Dominic,0.0,691,False,Lack of match fitness - 75% chance of playing,2025-08-22T12:30:07.420235Z,55,177815.jpg,0.0,False,Calvert-Lewin,0.1,False,,d,11,2,0,3903,450,2255,1356,0.0,0.0,Calvert-Lewin,241.0,2025-08-15,1997-03-16,False,p177815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,669,64,673,65,661,64,673,65,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,133,32,672,65,672,65,565,67,0.0,0.0,0.0
True,True,100.0,75.0,435997,0,0,0,0,0,3,1.0,0.8,1,Noah,1.0,698,False,,2025-08-22T12:30:07.438657Z,55,435997.jpg,1.0,False,Okafor,0.0,False,,a,11,2,1,956,540,260,164,0.2,0.2,Okafor,207.0,2025-08-21,2000-05-24,False,p435997,24,0,0,0,1,0,0,0,0,0,0,0,3,4.6,0.3,0.0,0.5,0,2,2,4,0,0.00,0.00,0.00,0.87,277,134,309,164,668,293,320,160,,,,,,,0.0,0.0,0.0,0.0,3.26,3.75,157,99,261,131,298,149,670,293,0.0,0.0,15.0
True,True,,,116535,0,0,0,0,0,1,1.5,1.5,1,Alisson,1.0,366,False,,,55,116535.jpg,1.0,False,Becker,10.6,False,,a,12,14,2,37203,17233,160503,46442,0.2,0.4,A.Becker,30.0,2018-07-19,1992-10-02,False,p116535,180,0,0,0,4,0,0,0,0,0,2,0,15,28.0,0.0,0.0,2.8,7,17,0,0,2,0.00,0.01,0.01,2.63,124,14,670,81,658,81,243,17,,,,,,,0.0,1.0,0.0,0.0,1.32,2.0,124,2,258,20,292,20,36,6,1.0,0.0,0.0
True,True,,,449027,-1,1,-1,1,0,1,0.5,0.5,0,Giorgi,0.0,367,False,,,44,449027.jpg,0.0,False,Mamardashvili,0.4,False,,a,12,14,0,1967,820,12599,3577,0.0,0.0,Mamardashvili,79.0,2024-08-27,2000-09-29,False,p449027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,450,68,442,52,396,48,459,68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,570,35,459,68,459,68,270,40,0.0,0.0,0.0
True,True,,,586268,0,0,0,0,0,1,0.5,0.5,0,Ármin,0.0,368,False,,,40,586268.jpg,0.0,False,Pécsi,0.1,False,,a,12,14,0,433,127,1119,359,0.0,0.0,Pécsi,98.0,2025-06-07,2005-02-24,False,p586268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,433,66,423,50,377,46,442,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,691,81,441,66,441,66,510,74,0.0,0.0,0.0
True,True,,,155503,0,0,0,0,0,1,0.5,0.5,0,Freddie,0.0,369,False,,,40,155503.jpg,0.0,False,Woodman,0.1,False,,a,12,14,0,503,159,1290,426,0.0,0.0,Woodman,241.0,2025-07-01,1997-03-04,False,p155503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,350,36,340,20,289,16,360,36,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,594,51,358,36,358,36,499,73,0.0,0.0,0.0
True,True,0.0,0.0,216094,-1,1,-1,1,0,2,0.0,0.0,0,Jeremie,0.5,370,False,Hamstring injury - Expected back 14 Sep,2025-08-21T13:57:30.994073Z,59,216094.jpg,1.0,False,Frimpong,14.5,False,,i,12,14,1,56029,1504,1684493,521396,0.1,0.2,Frimpong,152.0,2025-06-01,2000-12-10,False,p216094,59,0,0,0,0,0,0,0,0,0,0,0,8,5.4,1.3,2.0,0.9,3,1,1,4,1,0.01,0.01,0.02,0.81,262,97,270,91,258,80,299,97,,,,,,,0.02,0.0,0.02,0.04,1.24,0.0,109,8,326,110,310,104,30,11,1.53,0.0,6.1
True,True,,,544877,0,0,0,0,0,2,1.0,1.0,1,Milos,0.5,371,False,,,60,544877.jpg,0.5,False,Kerkez,6.0,False,,a,12,14,1,53835,24380,147082,37392,0.1,0.2,Kerkez,98.0,2025-06-26,2003-11-07,False,p544877,149,0,0,0,2,0,0,0,1,0,0,0,12,26.0,2.4,0.0,2.9,12,9,3,15,2,0.00,0.01,0.01,1.74,134,59,242,75,690,233,236,80,,,,,,,0.0,0.0,0.01,0.01,1.05,1.21,99,7,328,111,337,111,66,24,1.21,0.0,9.06
True,True,,,122798,0,0,0,0,0,2,0.5,0.5,0,Andrew,0.0,372,False,,,60,122798.jpg,0.0,False,Robertson,1.2,False,,a,12,14,0,5526,2764,30735,7440,0.0,0.0,Robertson,243.0,2017-07-21,1994-03-11,False,p122798,30,0,0,0,2,0,0,0,0,0,0,0,-3,5.4,4.1,2.0,1.2,2,0,0,2,0,0.00,0.04,0.04,0.89,263,98,212,61,259,81,291,95,4.0,,,,,,0.0,0.0,0.12,0.12,2.67,6.0,86,6,688,232,688,232,172,65,0.0,0.0,6.0
True,True,,,97032,0,0,0,0,0,2,3.5,3.5,3,Virgil,3.0,373,False,,,60,97032.jpg,3.0,False,van Dijk,24.5,False,,a,12,14,6,214590,82863,211271,69336,0.5,1.0,Virgil,152.0,2018-01-01,1991-07-08,False,p97032,180,0,0,0,4,0,0,0,0,0,0,0,21,88.0,1.2,25.0,11.4,35,5,1,36,2,0.18,0.01,0.19,2.63,5,2,275,94,57,7,34,5,,,3.0,,,,0.09,0.0,0.0,0.09,1.32,2.0,85,5,128,54,135,55,13,3,1.0,0.0,18.0
True,True,,,204716,0,0,0,0,0,2,1.0,1.0,0,Ibrahima,0.5,374,False,,,55,204716.jpg,0.5,False,Konaté,2.9,False,,a,12,14,1,31926,13720,60270,20469,0.1,0.2,Konaté,73.0,2021-07-01,1999-05-25,False,p204716,180,0,0,0,4,0,0,0,1,0,0,0,11,34.6,1.6,0.0,3.6,12,6,1,13,2,0.00,0.01,0.01,2.63,97,42,262,86,664,228,201,69,,,,,,,0.0,0.0,0.0,0.0,1.32,2.0,141,17,318,108,336,110,101,40,1.0,0.0,6.5
True,True,100.0,50.0,492777,0,0,0,0,0,2,0.5,0.2,0,Conor,0.0,375,False,,2025-08-10T23:00:06.506922Z,50,492777.jpg,0.0,False,Bradley,0.1,False,,a,12,14,0,1464,730,5328,1356,0.0,0.0,Bradley,242.0,2023-09-25,2003-07-09,False,p492777,10,0,0,0,1,0,0,0,1,0,0,0,-7,4.0,1.3,2.0,0.7,1,0,0,1,0,0.00,0.01,0.01,0.16,285,104,266,89,247,77,306,102,,,,,,,0.0,0.0,0.09,0.09,1.44,9.0,318,55,642,225,642,225,488,183,0.0,0.0,9.0
True,True,100.0,100.0,171287,0,0,0,0,0,2,1.0,1.0,0,Joe,0.5,376,False,,2025-08-10T23:00:06.519894Z,50,171287.jpg,1.0,False,Gomez,0.1,False,,a,12,14,1,2310,862,2115,941,0.1,0.2,Gomez,241.0,2015-06-20,1997-05-23,False,p171287,18,0,0,0,1,0,0,0,0,0,0,0,-1,2.4,0.4,0.0,0.3,1,1,0,1,0,0.00,0.00,0.00,0.21,299,109,304,108,577,210,330,115,,,,,,,0.0,0.0,0.0,0.0,1.05,5.0,241,36,300,101,269,97,454,171,0.0,0.0,5.0
True,True,,,214285,-1,1,-1,1,0,2,0.5,0.5,0,Konstantinos,0.0,377,False,,,49,214285.jpg,0.0,False,Tsimikas,0.1,False,,a,12,14,0,697,235,3518,869,0.0,0.0,Tsimikas,83.0,2020-08-10,1996-05-12,False,p214285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,592,218,587,217,555,204,597,219,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,353,59,596,214,596,214,472,178,0.0,0.0,0.0
True,True,,,611926,0,0,0,0,0,2,0.5,0.5,0,Amara,0.0,378,False,,,40,611926.jpg,0.0,False,Nallo,0.1,False,,a,12,14,0,276,87,2112,585,0.0,0.0,Nallo,241.0,2024-02-27,2006-11-18,False,p611926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,442,181,433,181,387,157,451,184,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,701,229,450,176,450,176,492,185,0.0,0.0,0.0
True,True,,,219937,0,0,0,0,0,2,0.5,0.5,0,Rhys,0.0,379,False,,,40,219937.jpg,0.0,False,Williams,0.2,False,,a,12,14,0,764,235,3477,1051,0.0,0.0,R.Williams,241.0,2020-09-23,2001-02-03,False,p219937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,359,126,350,126,300,98,369,130,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,606,162,367,121,367,121,411,157,0.0,0.0,0.0
True,True,,,489580,0,0,0,0,0,2,0.5,0.5,0,Calvin,0.0,380,False,,,40,489580.jpg,0.0,False,Ramsay,0.2,False,,a,12,14,0,816,240,3398,973,0.0,0.0,Ramsay,243.0,2022-06-19,2003-07-31,False,p489580,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,395,145,386,145,339,120,405,149,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,649,188,403,140,403,140,399,151,0.0,0.0,0.0
True,True,,,118748,0,0,0,0,0,3,7.0,7.0,5,Mohamed,6.5,381,False,,,145,118748.jpg,6.5,False,Salah,53.9,False,,a,12,14,13,283321,132667,218362,68931,0.4,0.9,M.Salah,63.0,2017-07-01,1992-06-15,False,p118748,180,1,1,0,4,0,0,0,0,0,0,1,60,70.0,62.1,57.0,18.9,2,10,0,12,2,0.26,0.32,0.58,2.63,15,7,17,15,19,8,7,4,,,4.0,,1.0,,0.13,0.0,0.16,0.29,1.32,2.0,1,1,30,12,33,13,2,1,1.0,0.0,6.0
True,True,,,494595,-1,1,-1,1,0,3,2.5,2.5,2,Florian,2.0,382,False,,,84,494595.jpg,2.0,False,Wirtz,25.5,False,,a,12,14,4,94991,48351,809805,237071,0.2,0.5,Wirtz,80.0,2025-06-20,2003-05-03,False,p494595,160,0,0,0,3,0,0,0,0,0,0,0,23,13.8,55.2,31.0,10.0,1,8,3,12,2,0.19,0.38,0.56,2.48,199,84,21,19,48,28,52,36,1.0,,,,,,0.11,0.0,0.21,0.32,1.4,1.69,12,7,192,99,204,106,9,5,1.12,0.0,6.75
True,False,0.0,0.0,244731,0,0,0,0,0,3,0.0,0.0,0,Luis,0.0,383,False,Has joined Bayern Munch permanently.,2025-07-30T14:05:01.491481Z,80,244731.jpg,0.0,False,Díaz Marulanda,0.1,False,,u,12,14,0,0,0,5326,820,0.0,0.0,Luis Díaz,48.0,2022-01-30,1997-01-13,False,p244731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,703,314,703,314,703,314,703,314,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15,10,702,314,702,314,536,195,0.0,0.0,0.0
True,True,,,243298,0,0,0,0,0,3,9.0,9.0,10,Cody,8.5,384,True,,,75,243298.jpg,8.5,False,Gakpo,9.9,False,,a,12,14,17,359763,195166,128085,42725,1.1,2.3,Gakpo,152.0,2023-01-01,1999-05-07,False,p243298,180,1,2,0,4,0,0,0,0,0,0,2,63,87.6,61.9,54.0,20.4,3,10,4,17,2,0.26,0.51,0.77,2.63,6,2,18,16,21,10,2,1,,,,,2.0,,0.13,0.0,0.26,0.39,1.32,2.0,26,16,11,4,13,5,41,12,1.0,0.0,8.5
True,True,,,223541,0,0,0,0,0,3,4.0,4.0,1,Federico,3.5,385,False,,,65,223541.jpg,3.5,False,Chiesa,0.4,False,,a,12,14,7,11262,2420,6118,3552,0.5,1.1,Chiesa,106.0,2024-08-29,1997-10-25,False,p223541,18,1,0,0,1,0,0,0,0,0,0,0,31,36.4,0.6,17.0,5.5,1,0,1,2,0,0.16,0.00,0.16,0.16,88,33,296,158,104,68,131,68,,,,,,,0.8,0.0,0.0,0.8,0.8,5.0,53,37,111,42,117,47,282,89,0.0,0.0,10.0
True,True,,,243016,0,0,0,0,0,3,3.0,3.0,0,Alexis,2.5,386,False,,,65,243016.jpg,5.0,False,Mac Allister,2.0,False,,a,12,14,5,30593,8823,37766,16882,0.4,0.8,Mac Allister,10.0,2023-06-14,1998-12-24,False,p243016,71,0,1,0,1,0,0,0,0,0,0,0,27,27.4,15.2,11.0,5.4,1,2,3,6,1,0.03,0.02,0.05,1.49,129,48,128,81,141,87,139,74,2.0,,5.0,,3.0,,0.04,0.0,0.03,0.07,1.89,1.27,55,39,152,69,70,27,127,39,1.27,0.0,7.61
True,True,,,424876,0,0,0,0,0,3,2.5,2.5,2,Dominik,2.0,387,False,,,65,424876.jpg,2.0,False,Szoboszlai,1.8,False,,a,12,14,4,13389,5225,47886,12891,0.3,0.6,Szoboszlai,98.0,2023-07-02,2000-10-25,False,p424876,180,0,0,0,4,0,0,0,0,0,0,0,30,23.6,32.2,26.0,8.2,6,9,5,20,2,0.10,0.10,0.20,2.63,147,54,56,43,54,31,79,50,5.0,,2.0,,,,0.05,0.0,0.05,0.1,1.32,2.0,57,40,185,93,197,100,137,42,1.0,0.0,10.0
True,True,,,206915,-1,1,-1,1,0,3,2.0,2.0,2,Curtis,1.5,388,False,,,54,206915.jpg,1.5,False,Jones,0.1,False,,a,12,14,3,1020,564,3590,880,0.3,0.6,C.Jones,241.0,2018-04-06,2001-01-30,False,p206915,108,0,0,0,3,0,0,0,0,0,0,0,20,15.6,18.7,0.0,3.4,0,7,4,11,1,0.00,0.06,0.06,1.14,185,77,101,67,641,282,212,103,,,,,,,0.0,0.0,0.05,0.05,0.95,2.5,200,129,214,109,223,114,486,167,0.83,0.0,9.17
True,True,,,444884,0,0,-1,1,0,3,1.0,1.0,1,Harvey,0.5,389,False,,,54,444884.jpg,1.0,False,Elliott,0.1,False,,a,12,14,1,1199,558,5355,1407,0.1,0.2,Elliott,241.0,2019-07-28,2003-04-04,False,p444884,1,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.8,0.0,0.1,0,0,0,0,0,0.00,0.00,0.00,0.00,329,161,288,154,647,285,339,164,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,208,134,310,154,284,141,439,147,0.0,0.0,0.0
True,True,100.0,100.0,441266,0,0,0,0,0,3,4.0,4.0,7,Ryan,3.5,390,False,,2025-07-21T10:00:04.921035Z,55,441266.jpg,7.0,False,Gravenberch,0.3,False,,a,12,14,7,11923,7452,4643,2188,0.6,1.3,Gravenberch,152.0,2023-09-01,2002-05-16,False,p441266,90,1,0,0,2,0,0,0,1,0,0,1,28,40.6,6.3,7.0,5.4,3,4,1,8,1,0.02,0.01,0.03,0.93,70,29,196,118,180,104,136,71,,,,,,,0.02,0.0,0.01,0.03,0.93,2.0,162,101,108,39,24,9,308,99,1.0,0.0,8.0
True,True,,,158983,0,0,0,0,0,3,3.0,3.0,1,Endo,2.5,392,False,,,50,158983.jpg,2.5,False,Wataru,0.1,False,,a,12,14,5,2254,516,2810,1157,0.5,1.0,Endo,108.0,2023-08-18,1993-02-09,False,p158983,31,0,1,0,2,0,0,0,0,0,0,0,18,24.6,10.7,0.0,3.5,1,0,2,3,0,0.00,0.00,0.00,0.89,143,52,168,105,575,242,205,100,,,,,,,0.0,0.0,0.0,0.0,2.58,5.81,236,150,133,51,141,58,457,155,0.0,0.0,8.71
True,True,,,535928,0,0,0,0,0,3,0.5,0.5,0,Stefan,0.0,393,False,,,45,535928.jpg,0.0,False,Bajčetić Maquieira,0.0,False,,a,12,14,0,482,144,1320,436,0.0,0.0,Bajcetic,200.0,2022-07-11,2004-10-22,False,p535928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,533,203,528,209,497,193,539,206,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,503,275,541,213,541,213,579,229,0.0,0.0,0.0
True,True,,,491501,0,0,0,0,0,3,0.5,0.5,0,James,0.0,394,False,,,45,491501.jpg,0.0,False,McConnell,0.0,False,,a,12,14,0,222,86,771,252,0.0,0.0,McConnell,,,,False,p491501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,510,188,505,194,473,178,517,191,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,473,259,519,198,519,198,623,262,0.0,0.0,0.0
True,False,0.0,0.0,440148,0,0,0,0,0,3,0.0,0.0,0,Tyler,0.0,395,False,Has joined Lyon permanently.,2025-08-11T01:13:11.403187Z,45,440148.jpg,0.0,False,Morton,0.0,False,,u,12,14,0,0,0,194,36,0.0,0.0,Morton,241.0,2021-07-22,2002-10-31,False,p440148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,490,172,483,178,448,162,497,175,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,438,241,499,182,499,182,694,307,0.0,0.0,0.0
True,True,,,591386,-1,1,-1,1,0,3,0.5,0.5,0,Trey,0.0,396,False,,,44,591386.jpg,0.0,False,Nyoni,0.1,False,,a,12,14,0,1670,1153,2602,909,0.0,0.0,Nyoni,241.0,2023-11-11,2007-06-30,False,p591386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,453,163,445,169,399,151,462,166,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,573,315,462,173,462,173,512,181,0.0,0.0,0.0
True,False,0.0,0.0,447203,0,0,0,0,0,4,0.0,0.0,0,Darwin,0.0,397,False,Has joined Al-Hilal permanently.,2025-08-11T11:06:59.061616Z,65,447203.jpg,0.0,False,Núñez Ribeiro,0.1,False,,u,12,14,0,0,0,12329,1740,0.0,0.0,Darwin,230.0,2022-06-14,1999-06-24,False,p447203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,696,72,697,72,697,72,697,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,60,18,696,72,696,72,485,65,0.0,0.0,0.0
True,True,,,500058,0,0,0,0,0,4,0.5,0.5,0,Jayden,0.0,398,False,,,45,500058.jpg,0.0,False,Danns,0.1,False,,a,12,14,0,1368,422,4021,1386,0.0,0.0,Danns,,,,False,p500058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,519,38,514,38,482,38,525,40,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,485,60,527,40,527,40,441,62,0.0,0.0,0.0
True,True,,,510663,0,0,1,-1,0,4,10.5,10.5,9,Hugo,10.0,661,True,,,86,510663.jpg,10.0,False,Ekitiké,24.1,False,,a,12,14,20,906082,287339,165996,71037,1.2,2.3,Ekitiké,73.0,2025-07-23,2002-06-20,False,p510663,150,2,1,0,2,0,0,0,0,0,0,5,70,92.6,46.8,60.0,19.9,4,2,0,6,2,1.35,0.08,1.43,2.27,2,1,27,1,14,6,5,2,,,,,,,0.81,0.0,0.05,0.86,1.36,1.2,9,5,4,1,5,1,14,4,1.2,0.0,3.6
True,True,,,611922,0,0,0,0,0,3,3.5,3.5,6,Rio,3.0,686,False,,,45,611922.jpg,6.0,False,Ngumoha,0.2,False,,a,12,14,6,16690,9806,4673,2355,0.7,1.3,Ngumoha,241.0,2024-12-17,2008-08-29,False,p611922,1,1,0,0,0,0,0,0,0,0,0,0,27,34.0,0.1,17.0,5.1,0,0,0,0,0,0.37,0.00,0.37,0.00,101,38,315,166,100,65,148,78,,,,,,,33.3,0.0,0.0,33.3,0.0,0.0,555,308,118,45,36,14,358,123,0.0,0.0,0.0
True,True,,,647681,0,0,0,0,0,2,3.1,3.1,0,Giovanni,0.0,692,False,,,50,647681.jpg,0.0,False,Leoni,0.0,False,,a,12,14,0,705,325,353,224,0.0,0.0,Leoni,106.0,2025-08-15,2006-12-21,False,p647681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,653,229,653,227,634,219,657,229,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,346,58,657,227,657,227,660,223,0.0,0.0,0.0
True,True,,,432720,0,0,0,0,0,1,5.0,5.0,2,James,4.5,182,False,,,50,432720.jpg,4.5,False,Trafford,2.6,False,,a,13,43,9,71026,14485,49018,22518,0.9,1.8,Trafford,241.0,2025-07-29,2002-10-10,False,p432720,180,0,0,1,2,0,0,0,0,0,6,0,44,59.6,0.0,0.0,6.0,5,20,2,0,2,0.00,0.00,0.00,1.67,26,3,625,78,601,77,112,3,,,,,,,0.0,3.0,0.0,0.0,0.84,1.0,288,15,69,7,76,8,108,15,1.0,0.5,0.0
